No,year,month,day,hour,PM2.5,PM10,SO2,NO2,CO,O3,TEMP,PRES,DEWP,RAIN,wd,WSPM,station,date_time,date_time_month,RAIN_GROUP
4706,2013,9,13,1,55,75,6,27,900,60,18.8,1002.1,17.5,0.2,WSW,1.5,Wanshouxigong,9/13/2013 1:00,2013-09,No Rain
4707,2013,9,13,2,40,40,5,19,700,72,18.4,1001.6,17.4,0.1,WSW,1.3,Wanshouxigong,9/13/2013 2:00,2013-09,No Rain
4714,2013,9,13,9,52,81,4,76,1200,1,19.4,1000.5,18.6,0.1,E,0.5,Wanshouxigong,9/13/2013 9:00,2013-09,No Rain
4725,2013,9,13,20,148,236,11,75,2400,1,20.2,1000,19.5,0.1,E,0.5,Wanshouxigong,9/13/2013 20:00,2013-09,No Rain
4727,2013,9,13,22,93,68,7,60,1900,1,20.2,999.9,19.9,0.3,W,0.5,Wanshouxigong,9/13/2013 22:00,2013-09,No Rain
4730,2013,9,14,1,82,157,8,59,2100,1,20.5,999.4,20,0.1,WNW,1.1,Wanshouxigong,9/14/2013 1:00,2013-09,No Rain
4812,2013,9,17,11,82,178,16,76,2100,1,20.5,1008.3,18.6,1.2,N,0.8,Wanshouxigong,9/17/2013 11:00,2013-09,Light Rain
4813,2013,9,17,12,89,183,14,79,2300,1,20.6,1008.5,19.1,1.5,NE,1.8,Wanshouxigong,9/17/2013 12:00,2013-09,Light Rain
4814,2013,9,17,13,91,156,12,74,2400,2,20.7,1008.5,19,0.6,NNE,1.3,Wanshouxigong,9/17/2013 13:00,2013-09,No Rain
4815,2013,9,17,14,92,106,11,67,2300,8,20.8,1008.7,19.5,0.3,E,0.5,Wanshouxigong,9/17/2013 14:00,2013-09,No Rain
4816,2013,9,17,15,91,168,10,67,2400,4,20.5,1008.8,19.8,0.5,WNW,0.7,Wanshouxigong,9/17/2013 15:00,2013-09,No Rain
4827,2013,9,18,2,86,94,16,82,2900,1,20.6,1012.7,19.4,0.1,NNE,0.6,Wanshouxigong,9/18/2013 2:00,2013-09,No Rain
4828,2013,9,18,3,90,94,15,74,2900,1,20.1,1012.7,19.6,1.9,W,1,Wanshouxigong,9/18/2013 3:00,2013-09,Light Rain
4829,2013,9,18,4,89,97,14,66,3000,1,19.9,1013,19.6,4.2,N,0.7,Wanshouxigong,9/18/2013 4:00,2013-09,Moderate Rain
4830,2013,9,18,5,89,97,14,66,3000,1,20.1,1013.3,19.8,0.2,NE,1.1,Wanshouxigong,9/18/2013 5:00,2013-09,No Rain
4831,2013,9,18,6,89,97,14,66,3000,1,20.5,1013.6,20.2,0.6,ENE,1.7,Wanshouxigong,9/18/2013 6:00,2013-09,No Rain
4832,2013,9,18,7,89,97,14,66,3000,1,20.8,1014.3,20.1,0.1,E,1.2,Wanshouxigong,9/18/2013 7:00,2013-09,No Rain
4858,2013,9,19,9,107,125,14,49,2399,10,20.8,1007.7,19.3,0.7,NW,0.8,Wanshouxigong,9/19/2013 9:00,2013-09,No Rain
4859,2013,9,19,10,124,160,14,55,2399,8,21.1,1007.3,19.7,0.1,SW,0.8,Wanshouxigong,9/19/2013 10:00,2013-09,No Rain
4921,2013,9,22,0,33,74,5,73,800,19,19,1009.1,17.1,0.4,SSW,1.4,Wanshouxigong,9/22/2013 0:00,2013-09,No Rain
4926,2013,9,22,5,43,106,6,79,800,1,19.3,1009.3,17.6,0.1,WNW,0.8,Wanshouxigong,9/22/2013 5:00,2013-09,No Rain
4947,2013,9,23,2,59,80,15,96,1400,1,19.2,1007.6,18.4,0.3,W,1.5,Wanshouxigong,9/23/2013 2:00,2013-09,No Rain
4948,2013,9,23,3,68,156,12,90,1200,1,18.4,1008.1,17.7,6.7,WNW,1,Wanshouxigong,9/23/2013 3:00,2013-09,Moderate Rain
4949,2013,9,23,4,73,125,7,78,1400,1,18.8,1008,16.4,0.8,NW,2.8,Wanshouxigong,9/23/2013 4:00,2013-09,No Rain
4950,2013,9,23,5,83,125,8,49,1900,13,17.5,1009.5,14,0.3,N,1.9,Wanshouxigong,9/23/2013 5:00,2013-09,No Rain
4951,2013,9,23,6,21,21,5,14,600,43,16.6,1009.7,12.3,0.4,NW,4.2,Wanshouxigong,9/23/2013 6:00,2013-09,No Rain
4953,2013,9,23,8,7,7,4,29,400,28,16.7,1012,8.6,0.3,NNW,2.6,Wanshouxigong,9/23/2013 8:00,2013-09,No Rain
4955,2013,9,23,10,9,9,8,25,400,27,16.8,1012.6,6,0.1,N,2.9,Wanshouxigong,9/23/2013 10:00,2013-09,No Rain
4956,2013,9,23,11,8,8,8,24,400,27,15.9,1012.8,7.1,0.2,NW,2.8,Wanshouxigong,9/23/2013 11:00,2013-09,No Rain
4957,2013,9,23,12,3,6,8,22,400,19,16.2,1012.7,6.9,0.1,NNE,1.4,Wanshouxigong,9/23/2013 12:00,2013-09,No Rain
5448,2013,10,13,23,81,151,2,65,1500,1,13.9,1013.3,13.1,0.1,W,1.1,Wanshouxigong,10/13/2013 23:00,2013-10,No Rain
5449,2013,10,14,0,79,120,2,62,1500,1,13.6,1013.3,13.1,0.1,WNW,1.1,Wanshouxigong,10/14/2013 0:00,2013-10,No Rain
5897,2013,11,1,16,225,236,41,111,1500,6.6402,10.2,1017.5,6.9,0.2,S,1.6,Wanshouxigong,11/1/2013 16:00,2013-11,No Rain
5898,2013,11,1,17,171,173,18,75,1300,24.633,9.7,1017.9,7,0.1,SSW,1.2,Wanshouxigong,11/1/2013 17:00,2013-11,No Rain
5899,2013,11,1,18,122,143,8,88,1400,7.7112,9.1,1017.9,6.4,0.1,WSW,0.7,Wanshouxigong,11/1/2013 18:00,2013-11,No Rain
8238,2014,2,7,5,103,109,54,59,1900,1,-2.7,1021.6,-4.4,0.4,ESE,1,Wanshouxigong,2/7/2014 5:00,2014-02,No Rain
8239,2014,2,7,6,104,138,40,54,1800,6,-3,1021.9,-4.7,0.4,SSE,1,Wanshouxigong,2/7/2014 6:00,2014-02,No Rain
8240,2014,2,7,7,98,91,29,53,1700,9,-3.5,1022,-5.2,0.6,E,1.6,Wanshouxigong,2/7/2014 7:00,2014-02,No Rain
8241,2014,2,7,8,97,52,26,59,2100,3,-3.3,1022.1,-5.2,0.3,E,1.3,Wanshouxigong,2/7/2014 8:00,2014-02,No Rain
8242,2014,2,7,9,91,6,30,60,2000,4,-3.4,1022,-5.1,0.7,E,1.2,Wanshouxigong,2/7/2014 9:00,2014-02,No Rain
8243,2014,2,7,10,94,6,31,56,1900,6,-2.6,1021.6,-4.8,0.6,E,1,Wanshouxigong,2/7/2014 10:00,2014-02,No Rain
8244,2014,2,7,11,96,11,33,53,2000,9,-2.7,1020.5,-5.2,0.4,ESE,1.6,Wanshouxigong,2/7/2014 11:00,2014-02,No Rain
8245,2014,2,7,12,112,94,38,48,1800,17,-2.4,1019.4,-5.5,0.1,E,1.3,Wanshouxigong,2/7/2014 12:00,2014-02,No Rain
8249,2014,2,7,16,82,61,33,53,1500,28,-2.5,1017.6,-4.5,0.3,ESE,1,Wanshouxigong,2/7/2014 16:00,2014-02,No Rain
8250,2014,2,7,17,85,99,34,61,1600,22,-2.6,1017.8,-4.6,0.3,ESE,0.9,Wanshouxigong,2/7/2014 17:00,2014-02,No Rain
8251,2014,2,7,18,88,101,35,73,1700,12,-2.5,1017.9,-4.5,0.3,ESE,1,Wanshouxigong,2/7/2014 18:00,2014-02,No Rain
8255,2014,2,7,22,84,105,47,73,1800,1,-2.8,1017.8,-4.4,0.1,S,1.5,Wanshouxigong,2/7/2014 22:00,2014-02,No Rain
8257,2014,2,8,0,76,89,30,57,1700,10,-3,1018,-4.6,0.2,S,1.2,Wanshouxigong,2/8/2014 0:00,2014-02,No Rain
8259,2014,2,8,2,70,74,21,51,1500,14,-2.9,1018.2,-4.6,0.2,SSE,0.6,Wanshouxigong,2/8/2014 2:00,2014-02,No Rain
8386,2014,2,13,9,172,202,85,95,2700,1,-3.9,1030.8,-6.4,0.1,ESE,1.1,Wanshouxigong,2/13/2014 9:00,2014-02,No Rain
8387,2014,2,13,10,188,234,74,89,3000,2,-3.4,1030.4,-6.4,0.1,ESE,1.1,Wanshouxigong,2/13/2014 10:00,2014-02,No Rain
8706,2014,2,26,17,453,488,160,160,4800,8,8.3,1015.9,4.1,0.5,ENE,1,Wanshouxigong,2/26/2014 17:00,2014-02,No Rain
8707,2014,2,26,18,274,311,86,93,2800,19,7.8,1016.4,4.6,0.4,ENE,1.5,Wanshouxigong,2/26/2014 18:00,2014-02,No Rain
8708,2014,2,26,19,130,122,39,64,1700,20,7.8,1016.8,4.2,0.1,N,1.2,Wanshouxigong,2/26/2014 19:00,2014-02,No Rain
8709,2014,2,26,20,85,32,29,71,1500,7,7.9,1017.2,2.6,0.3,NE,1.8,Wanshouxigong,2/26/2014 20:00,2014-02,No Rain
9414,2014,3,28,5,148,237,46,77,2100,2,13.5,1001.1,9.5,0.1,NW,1.1,Wanshouxigong,3/28/2014 5:00,2014-03,No Rain
9893,2014,4,17,4,86,160,33,90,1800,2,11.9,1004.2,9.3,1.5,NW,1.2,Wanshouxigong,4/17/2014 4:00,2014-04,Light Rain
9894,2014,4,17,5,102,201,12,71,1500,2,11.4,1004.8,10,0.7,W,1.6,Wanshouxigong,4/17/2014 5:00,2014-04,No Rain
9895,2014,4,17,6,77,116,4,80,1300,2,11.6,1005.5,10.3,0.1,W,0.9,Wanshouxigong,4/17/2014 6:00,2014-04,No Rain
9896,2014,4,17,7,80,102,3,76,1400,2,11.9,1006.1,8.6,1,NW,1.9,Wanshouxigong,4/17/2014 7:00,2014-04,No Rain
9897,2014,4,17,8,75,95,3,77,1600,2,12,1007,8.5,1.1,NW,2.4,Wanshouxigong,4/17/2014 8:00,2014-04,Light Rain
9898,2014,4,17,9,83,109,4,91,1600,2,12.3,1007.4,9.3,0.5,NW,2,Wanshouxigong,4/17/2014 9:00,2014-04,No Rain
10100,2014,4,25,19,87,202,14,36,500,118,19.3,1009.8,7.1,0.1,NW,2.3,Wanshouxigong,4/25/2014 19:00,2014-04,No Rain
10101,2014,4,25,20,79,257,10,40,500,77,17,1011.6,9.2,0.1,NW,4.3,Wanshouxigong,4/25/2014 20:00,2014-04,No Rain
10102,2014,4,25,21,84,281,6,33,400,75,14.3,1012.3,10.7,2.3,NW,2.9,Wanshouxigong,4/25/2014 21:00,2014-04,Light Rain
10103,2014,4,25,22,75,258,6,25,400,75,14,1012.5,11.5,2.5,NW,1.3,Wanshouxigong,4/25/2014 22:00,2014-04,Light Rain
10104,2014,4,25,23,71,235,2,24,300,69,13.7,1012.3,11.7,1.5,NW,1.4,Wanshouxigong,4/25/2014 23:00,2014-04,Light Rain
10105,2014,4,26,0,54,111,2,24,400,57,13.5,1012.3,10.5,0.6,WNW,2.4,Wanshouxigong,4/26/2014 0:00,2014-04,No Rain
10106,2014,4,26,1,30,40,2,18,400,55,13.2,1012.3,9.4,0.5,WNW,1.5,Wanshouxigong,4/26/2014 1:00,2014-04,No Rain
10107,2014,4,26,2,13,25,2,20,300,49,13.1,1012.4,10.5,0.4,WNW,2.7,Wanshouxigong,4/26/2014 2:00,2014-04,No Rain
10108,2014,4,26,3,23,12,2,20,300,47,12.6,1012.4,8.9,0.1,NW,5,Wanshouxigong,4/26/2014 3:00,2014-04,No Rain
10242,2014,5,1,17,137,198,33,24,1100,206,17.4,1000.4,10.5,4.3,NW,1.3,Wanshouxigong,5/1/2014 17:00,2014-05,Moderate Rain
10463,2014,5,10,22,47,99,20,67,1500,52,14.4,1010,7.7,0.3,SW,1.4,Wanshouxigong,5/10/2014 22:00,2014-05,No Rain
10464,2014,5,10,23,31,60,4,38,1000,73,13,1009.3,10,1.1,ENE,1,Wanshouxigong,5/10/2014 23:00,2014-05,Light Rain
10465,2014,5,11,0,28,33,2,45,900,41,12.4,1008.2,10.3,2,NNE,2.2,Wanshouxigong,5/11/2014 0:00,2014-05,Light Rain
10466,2014,5,11,1,21,25,2,41,1200,46,11.4,1006.9,9.8,2.9,NE,2.6,Wanshouxigong,5/11/2014 1:00,2014-05,Light Rain
10467,2014,5,11,2,45,45,2,43,1400,46,11.1,1005.8,9.8,1.8,NE,2.1,Wanshouxigong,5/11/2014 2:00,2014-05,Light Rain
10468,2014,5,11,3,48,48,2,27,1400,64,11.3,1004.7,10.2,1.6,NE,2.4,Wanshouxigong,5/11/2014 3:00,2014-05,Light Rain
10469,2014,5,11,4,45,45,2,23,1300,61,11.4,1003.9,10.1,1.2,NE,2.7,Wanshouxigong,5/11/2014 4:00,2014-05,Light Rain
10470,2014,5,11,5,42,42,2,7,1100,77,11.4,1003.1,10.3,1.8,NE,3.8,Wanshouxigong,5/11/2014 5:00,2014-05,Light Rain
10471,2014,5,11,6,39,39,2,15,1000,84,11.5,1002.8,10.4,1.4,NNE,2.5,Wanshouxigong,5/11/2014 6:00,2014-05,Light Rain
10472,2014,5,11,7,37,37,2,17,900,80,11.5,1002.6,10.4,2.5,ENE,2.4,Wanshouxigong,5/11/2014 7:00,2014-05,Light Rain
10473,2014,5,11,8,29,29,2,22,800,79,11.6,1002.5,10.2,2.3,ENE,3,Wanshouxigong,5/11/2014 8:00,2014-05,Light Rain
10474,2014,5,11,9,21,21,2,24,800,76,11.7,1001.8,10.1,1.6,NNE,1.1,Wanshouxigong,5/11/2014 9:00,2014-05,Light Rain
10475,2014,5,11,10,23,23,2,25,900,72,11.8,1000.9,10.4,2.5,NNW,1.6,Wanshouxigong,5/11/2014 10:00,2014-05,Light Rain
10476,2014,5,11,11,19,19,2,25,900,79,11.9,999.7,10,1.3,NNE,1.7,Wanshouxigong,5/11/2014 11:00,2014-05,Light Rain
10477,2014,5,11,12,16,16,2,26,800,85,12.2,998.6,9.6,0.5,NNE,1.7,Wanshouxigong,5/11/2014 12:00,2014-05,No Rain
10478,2014,5,11,13,11,11,2,25,700,94,13.2,997.7,10.4,0.7,WNW,2,Wanshouxigong,5/11/2014 13:00,2014-05,No Rain
10479,2014,5,11,14,13,13,2,23,700,99,13.8,996.6,9,0.2,NW,1.7,Wanshouxigong,5/11/2014 14:00,2014-05,No Rain
10480,2014,5,11,15,8,8,2,19,600,109,14.1,996,8.9,0.1,NW,1.7,Wanshouxigong,5/11/2014 15:00,2014-05,No Rain
10481,2014,5,11,16,8,8,2,18,600,109,14.5,995.4,8.9,0.1,W,0.5,Wanshouxigong,5/11/2014 16:00,2014-05,No Rain
10660,2014,5,19,3,70,117,11,26,700,135,19.9,1000.8,15.5,0.4,WNW,3.4,Wanshouxigong,5/19/2014 3:00,2014-05,No Rain
10780,2014,5,24,3,104,194,34,71,1600,64,21.3,1001.5,18.3,2.1,W,1,Wanshouxigong,5/24/2014 3:00,2014-05,Light Rain
10782,2014,5,24,5,81,111,2,41,1100,47,19.8,1001.5,18.6,4.7,WNW,0.9,Wanshouxigong,5/24/2014 5:00,2014-05,Moderate Rain
10783,2014,5,24,6,76,76,2,32,1000,59,19.9,1001.5,18.2,0.4,NW,1.2,Wanshouxigong,5/24/2014 6:00,2014-05,No Rain
10784,2014,5,24,7,77,77,2,28,900,77,19.9,1001.2,18.6,0.6,NW,1.8,Wanshouxigong,5/24/2014 7:00,2014-05,No Rain
10785,2014,5,24,8,71,71,2,38,900,61,19.7,1001.5,18.5,1.2,SSW,0.8,Wanshouxigong,5/24/2014 8:00,2014-05,Light Rain
10786,2014,5,24,9,76,76,2,48,1100,45,19.9,1001.7,18.6,0.2,WNW,1,Wanshouxigong,5/24/2014 9:00,2014-05,No Rain
10967,2014,5,31,22,105,378,11,32,1200,152,20.7,1003.2,19.2,3.9,W,4.4,Wanshouxigong,5/31/2014 22:00,2014-05,Light Rain
10968,2014,5,31,23,67,81,2,17,900,146,21.6,1002.1,17.4,0.1,NW,1.5,Wanshouxigong,5/31/2014 23:00,2014-05,No Rain
10987,2014,6,1,18,69,118,2,25,1000,153,19.8,1003.3,17.4,0.5,WSW,0.9,Wanshouxigong,6/1/2014 18:00,2014-06,No Rain
10988,2014,6,1,19,40,72,2,24,800,108,19.6,1003.7,16.8,0.1,NW,1.2,Wanshouxigong,6/1/2014 19:00,2014-06,No Rain
11100,2014,6,6,11,117,165,37,72,2900,76,23.5,998.7,17.7,2.3,NW,1.6,Wanshouxigong,6/6/2014 11:00,2014-06,Light Rain
11101,2014,6,6,12,116,159,35,63,2500,102,19.8,998.4,17.9,8.2,WSW,1.1,Wanshouxigong,6/6/2014 12:00,2014-06,Heavy Rain
11102,2014,6,6,13,44,44,7,37,1100,55,19.4,998.7,17.9,6,WNW,1.4,Wanshouxigong,6/6/2014 13:00,2014-06,Moderate Rain
11103,2014,6,6,14,6,6,2,27,600,58,19.6,997.8,18.3,2.8,NW,2.3,Wanshouxigong,6/6/2014 14:00,2014-06,Light Rain
11104,2014,6,6,15,3,5,2,21,500,75,19.5,997.8,16.5,0.1,NW,2.6,Wanshouxigong,6/6/2014 15:00,2014-06,No Rain
11105,2014,6,6,16,6,6,2,25,500,68,19.6,998.2,16.6,0.8,WNW,3,Wanshouxigong,6/6/2014 16:00,2014-06,No Rain
11106,2014,6,6,17,9,9,2,29,500,64,19.8,998.5,17,0.3,W,2,Wanshouxigong,6/6/2014 17:00,2014-06,No Rain
11151,2014,6,8,14,56,80,19,39,1100,191,22.5,995.3,12.1,0.6,NW,4.1,Wanshouxigong,6/8/2014 14:00,2014-06,No Rain
11152,2014,6,8,15,46,79,11,29,800,211,19.2,995.1,15.9,1.4,NW,0.8,Wanshouxigong,6/8/2014 15:00,2014-06,Light Rain
11153,2014,6,8,16,13,131,2,24,400,103,21.8,995.4,14.7,0.1,NW,1.3,Wanshouxigong,6/8/2014 16:00,2014-06,No Rain
11192,2014,6,10,7,61,97,5,46,1300,51,21,1002.8,15.3,0.2,W,0.5,Wanshouxigong,6/10/2014 7:00,2014-06,No Rain
11200,2014,6,10,15,81,81,3,34,1400,126,21.2,1001.7,17,0.3,E,1.4,Wanshouxigong,6/10/2014 15:00,2014-06,No Rain
11275,2014,6,13,18,34,71,4,18,800,179,21.3,1000.8,18.5,2.2,NW,1.1,Wanshouxigong,6/13/2014 18:00,2014-06,Light Rain
11323,2014,6,15,18,121,121,23,51,1400,251,23.4,997.2,19.5,9,W,10.1,Wanshouxigong,6/15/2014 18:00,2014-06,Heavy Rain
11325,2014,6,15,20,58,268,4,29,1000,178,22.1,997.9,20.9,0.1,W,1.1,Wanshouxigong,6/15/2014 20:00,2014-06,No Rain
11356,2014,6,17,3,216,216,12,27,1300,127,19.7,996.6,18.5,5.6,ENE,1.7,Wanshouxigong,6/17/2014 3:00,2014-06,Moderate Rain
11357,2014,6,17,4,35,35,2,18,800,135,19.6,996.8,18.1,2.7,ENE,1.1,Wanshouxigong,6/17/2014 4:00,2014-06,Light Rain
11369,2014,6,17,16,156,156,2,33,1200,196,20.4,994.9,17.8,2.8,WSW,2.1,Wanshouxigong,6/17/2014 16:00,2014-06,Light Rain
11370,2014,6,17,17,130,130,2,40,1200,154,20.7,995.5,18.3,2.9,NW,1.5,Wanshouxigong,6/17/2014 17:00,2014-06,Light Rain
11424,2014,6,19,23,85,103,5,50,1200,65,21,1000.2,18.6,2.1,SSE,2.6,Wanshouxigong,6/19/2014 23:00,2014-06,Light Rain
11426,2014,6,20,1,57,57,2,30,1400,73,18.8,1000.7,18,1.9,S,0,Wanshouxigong,6/20/2014 1:00,2014-06,Light Rain
11427,2014,6,20,2,54,54,2,25,1300,72,19.4,1000.5,18.6,1,NE,1.3,Wanshouxigong,6/20/2014 2:00,2014-06,No Rain
11428,2014,6,20,3,48,48,2,28,1000,67,19.5,1000.2,18.8,1,NNW,0.8,Wanshouxigong,6/20/2014 3:00,2014-06,No Rain
11429,2014,6,20,4,31,31,2,28,900,61,19.5,1000.4,18.3,0.4,ENE,1.3,Wanshouxigong,6/20/2014 4:00,2014-06,No Rain
11430,2014,6,20,5,44,44,2,27,900,57,19.8,1000.8,18.3,0.1,NE,2.5,Wanshouxigong,6/20/2014 5:00,2014-06,No Rain
11433,2014,6,20,8,52,52,2,40,1000,47,20.5,1001.9,18.8,0.2,NNE,1.5,Wanshouxigong,6/20/2014 8:00,2014-06,No Rain
11467,2014,6,21,18,62,102,2,30,1200,155,19.7,1002.6,16.3,1.7,WNW,3.5,Wanshouxigong,6/21/2014 18:00,2014-06,Light Rain
11469,2014,6,21,20,23,24,2,24,700,115,18.5,1002.8,17,1.4,WNW,3.2,Wanshouxigong,6/21/2014 20:00,2014-06,Light Rain
11471,2014,6,21,22,13,16,2,47,700,69,18.7,1002.4,15.9,0.1,WNW,0.9,Wanshouxigong,6/21/2014 22:00,2014-06,No Rain
11710,2014,7,1,21,156,229,29,37,1100,231,23.3,997.6,19.7,0.2,NNE,1.8,Wanshouxigong,7/1/2014 21:00,2014-07,No Rain
11711,2014,7,1,22,52,52,4,23,700,164,22.2,998.6,19.9,2.9,ENE,3.2,Wanshouxigong,7/1/2014 22:00,2014-07,Light Rain
11712,2014,7,1,23,22,22,2,20,400,145,22.5,998.3,20.8,2.2,NE,1.9,Wanshouxigong,7/1/2014 23:00,2014-07,Light Rain
11714,2014,7,2,1,24,24,2,18,300,143,22.4,997.6,20.7,0.1,NE,1.8,Wanshouxigong,7/2/2014 1:00,2014-07,No Rain
11715,2014,7,2,2,28,28,2,18,300,128,21.9,997.6,20.7,4.3,NE,0.7,Wanshouxigong,7/2/2014 2:00,2014-07,Moderate Rain
11716,2014,7,2,3,31,31,2,15,700,134,21.6,996.9,20.6,3.9,NE,1.4,Wanshouxigong,7/2/2014 3:00,2014-07,Light Rain
11717,2014,7,2,4,38,38,2,14,700,126,21.7,996.8,20.5,0.6,NNE,1.2,Wanshouxigong,7/2/2014 4:00,2014-07,No Rain
11720,2014,7,2,7,41,41,2,19,700,95,22.3,997.4,21.1,0.5,SSE,1.1,Wanshouxigong,7/2/2014 7:00,2014-07,No Rain
11992,2014,7,13,15,12,22,2,13,100,158,30.5,994.7,14.6,0.3,W,2.8,Wanshouxigong,7/13/2014 15:00,2014-07,No Rain
11993,2014,7,13,16,15,33,2,14,100,163,25.2,994.5,20.7,1.3,SW,0.9,Wanshouxigong,7/13/2014 16:00,2014-07,Light Rain
12045,2014,7,15,20,48,99,7,25,500,188,26.9,997.6,20.7,0.7,WSW,2.4,Wanshouxigong,7/15/2014 20:00,2014-07,No Rain
12046,2014,7,15,21,55,147,5,31,500,169,25.1,997.3,22.8,1.6,NW,1.4,Wanshouxigong,7/15/2014 21:00,2014-07,Light Rain
12142,2014,7,19,21,68,136,2,23,1000,160,27.4,1001.8,23.8,0.4,SW,2.7,Wanshouxigong,7/19/2014 21:00,2014-07,No Rain
12143,2014,7,19,22,80,127,2,28,1000,132,26.7,1001.8,24.7,0.3,W,0.8,Wanshouxigong,7/19/2014 22:00,2014-07,No Rain
12382,2014,7,29,21,97,213,2,31,900,166,23.7,997,22.3,1.5,S,1.3,Wanshouxigong,7/29/2014 21:00,2014-07,Light Rain
12383,2014,7,29,22,75,147,2,22,800,161,24.4,997,22.7,1.3,S,1.5,Wanshouxigong,7/29/2014 22:00,2014-07,Light Rain
12384,2014,7,29,23,49,66,2,16,800,145,24,997,22.6,1.1,SSW,0.8,Wanshouxigong,7/29/2014 23:00,2014-07,Light Rain
12385,2014,7,30,0,64,64,2,23,800,146,23.8,997.3,22.4,2.4,W,0.7,Wanshouxigong,7/30/2014 0:00,2014-07,Light Rain
12386,2014,7,30,1,53,53,2,23,900,132,23.4,996.8,22.6,1.1,WSW,0.9,Wanshouxigong,7/30/2014 1:00,2014-07,Light Rain
12387,2014,7,30,2,27,27,2,9,700,154,23.6,997.1,22.8,0.1,SSW,0.5,Wanshouxigong,7/30/2014 2:00,2014-07,No Rain
12388,2014,7,30,3,29,29,2,14,800,128,23.5,997.4,22.7,1.1,E,0,Wanshouxigong,7/30/2014 3:00,2014-07,Light Rain
12389,2014,7,30,4,32,32,2,15,800,98,23.4,998.1,22.6,4.1,S,0.4,Wanshouxigong,7/30/2014 4:00,2014-07,Moderate Rain
12390,2014,7,30,5,44,44,2,23,900,93,23.8,998.2,22.9,0.9,NE,1.3,Wanshouxigong,7/30/2014 5:00,2014-07,No Rain
12391,2014,7,30,6,72,72,2,26,900,92,24,998.5,22.6,0.2,NE,1.3,Wanshouxigong,7/30/2014 6:00,2014-07,No Rain
12508,2014,8,4,3,96,96,2,50,1300,14,27.7,995.2,24.1,0.2,NE,0.8,Wanshouxigong,8/4/2014 3:00,2014-08,No Rain
12517,2014,8,4,12,10,12,2,18,500,59,22.1,999.4,20.4,5.9,E,2.3,Wanshouxigong,8/4/2014 12:00,2014-08,Moderate Rain
12518,2014,8,4,13,4,5,2,19,400,65,22,999.4,21,6.7,ENE,2,Wanshouxigong,8/4/2014 13:00,2014-08,Moderate Rain
12519,2014,8,4,14,7,9,2,22,400,58,21.5,999.6,19.2,1.6,NE,2.6,Wanshouxigong,8/4/2014 14:00,2014-08,Light Rain
12520,2014,8,4,15,3,5,2,22,400,59,22,999.3,19.4,0.6,ENE,2.2,Wanshouxigong,8/4/2014 15:00,2014-08,No Rain
12645,2014,8,9,20,49,130,5,38,800,155,21.6,1000.9,18,4.4,NW,4.3,Wanshouxigong,8/9/2014 20:00,2014-08,Moderate Rain
12646,2014,8,9,21,53,99,5,46,1000,141,20.6,1000.5,19.4,7.4,W,1.5,Wanshouxigong,8/9/2014 21:00,2014-08,Moderate Rain
12647,2014,8,9,22,17,164,2,18,500,141,20.7,999.1,19.5,1.2,E,1.3,Wanshouxigong,8/9/2014 22:00,2014-08,Light Rain
12719,2014,8,12,22,21,42,2,47,700,95,21.7,1002.2,18.5,3.5,WNW,2.9,Wanshouxigong,8/12/2014 22:00,2014-08,Light Rain
12720,2014,8,12,23,16,89,2,37,600,100,21.7,1000.5,18.9,4,W,2.3,Wanshouxigong,8/12/2014 23:00,2014-08,Light Rain
12721,2014,8,13,0,11,152,2,19,500,118,21.2,1000.7,19.8,0.1,W,1.5,Wanshouxigong,8/13/2014 0:00,2014-08,No Rain
12724,2014,8,13,3,26,33,2,44,700,54,21.4,1001.4,19.3,0.1,WSW,1.4,Wanshouxigong,8/13/2014 3:00,2014-08,No Rain
12725,2014,8,13,4,24,24,2,31,700,63,20.8,1001.7,19.5,1,SSW,1.3,Wanshouxigong,8/13/2014 4:00,2014-08,No Rain
12726,2014,8,13,5,27,27,2,46,600,38,20,1002.1,19,1.7,W,1.7,Wanshouxigong,8/13/2014 5:00,2014-08,Light Rain
12727,2014,8,13,6,26,26,2,36,600,54,20.3,1001.5,19.1,1.5,WNW,1.2,Wanshouxigong,8/13/2014 6:00,2014-08,Light Rain
12728,2014,8,13,7,22,22,2,29,700,77,20.8,1002.1,19.1,0.2,NW,1,Wanshouxigong,8/13/2014 7:00,2014-08,No Rain
12729,2014,8,13,8,25,25,2,42,700,63,21.3,1002,19.2,0.6,NNW,1.6,Wanshouxigong,8/13/2014 8:00,2014-08,No Rain
12731,2014,8,13,10,26,26,2,50,800,48,21.5,1002.4,19.2,0.1,NE,1.9,Wanshouxigong,8/13/2014 10:00,2014-08,No Rain
12732,2014,8,13,11,49,49,2,54,900,58,20.7,1002.5,18.8,1.1,NE,1.7,Wanshouxigong,8/13/2014 11:00,2014-08,Light Rain
12733,2014,8,13,12,44,44,2,44,1000,87,20.5,1002.8,19.2,0.4,NNW,0.7,Wanshouxigong,8/13/2014 12:00,2014-08,No Rain
12734,2014,8,13,13,29,29,2,40,900,91,20.6,1002.2,18.5,0.2,SSE,0.5,Wanshouxigong,8/13/2014 13:00,2014-08,No Rain
12950,2014,8,22,13,28,82,2,68,1000,66,27.2,1000.9,19.5,0.1,SW,1.5,Wanshouxigong,8/22/2014 13:00,2014-08,No Rain
